Unnamed: 0,箱番号,サンプル番号,連番,サンプル名,サンプル名推測,メモ日付,メモ人名（ご依頼者）,メモ1,メモ2,番号A1,番号A2,番号A3,番号A,番号B1,番号B2,番号B3,番号B4,番号B,日付,個数,計測値C(g),計測値B,計測値A(%),備考
,36,1051.0,1188,,,,,,,,,,,123.0,1105.0,200.0,1346.0,01231105 02001346,20231105,1044.7,23.39,23.0950875717718,15.1,
,37,1052.0,1189,,,,,,,,,,,123.0,1105.0,300.0,1345.0,01231105 03001345,20231105,1072.5,21.8,23.5492453704696,14.2,
,37,1053.0,1190,,,,,,,,,,,123.0,1105.0,300.0,1346.0,01231105 03001346,20231105,1054.8,23.21,20.6007098880177,14.8,
,37,1054.0,1191,サンプル0657,,,,サンプル1905,,,,,,123.0,1105.0,400.0,1343.0,01231105 04001343,20231105,1064.1,21.5,23.9745717959115,14.3,
,37,1055.0,1192,サンプル0658,,,,サンプル1906,,,,,,123.0,1105.0,500.0,1343.0,01231105 05001343,20231105,1073.4,23.97,22.9846999834329,14.4,
,37,1056.0,1193,サンプル0659,,,,サンプル1907,,,,,,123.0,1105.0,600.0,1343.0,01231105 06001343,20231105,1065.7,22.92,20.0703492590821,14.9,
,37,1057.0,1194,,,,,,,,,,,123.0,1106.0,300.0,1345.0,01231106 03001345,20231106,1003.4,24.59,23.324572835835,14.2,
,37,,1195,,,,,,,,,,,,,,, ,,,,,,
,37,1058.0,1196,サンプル0660,,,,サンプル1908,,,,,,123.0,1106.0,400.0,1360.0,01231106 04001360,20231106,1054.7,24.22,24.0212340278282,13.2,
,37,1059.0,1197,サンプル0661,,,,サンプル1909,,,,,,123.0,1106.0,500.0,1360.0,01231106 05001360,20231106,1089.8,24.99,23.9870176801988,14.4,
,37,1060.0,1198,サンプル0662,,,,サンプル1910,,,,,,123.0,1106.0,600.0,1360.0,01231106 06001360,20231106,1060.3,23.17,21.3679236888655,13.1,
,37,1061.0,1199,サンプル0663,,,,サンプル1911,,,,,,123.0,1107.0,400.0,1360.0,01231107 04001360,20231107,1049.6,23.21,22.079218119495,14.0,
,37,1062.0,1200,サンプル0664,,,,サンプル1912,,,,,,123.0,1107.0,500.0,1360.0,01231107 05001360,20231107,1093.3,24.04,21.2313939582707,13.8,
,37,1063.0,1201,サンプル0665,,,,サンプル1913,,,,,,123.0,1107.0,500.0,1360.0,01231107 05001360,20231107,1096.3,24.55,20.7763490471901,14.6,
,37,1064.0,1202,サンプル0666,,,,サンプル1914,,,,,,123.0,1107.0,600.0,1360.0,01231107 06001360,20231107,1055.6,22.21,21.9638716164192,14.0,
,37,1065.0,1203,,,,,,,,,,,123.0,1108.0,100.0,1360.0,01231108 01001360,20231108,1049.8,23.85,21.2794201803854,15.6,
,37,1066.0,1204,サンプル0667,,,,サンプル1915,,,,,,123.0,1108.0,400.0,1360.0,01231108 04001360,20231108,961.2,24.66,23.4018752443739,14.0,
,37,1067.0,1205,サンプル0668,,,,サンプル1916,,,,,,123.0,1108.0,500.0,1360.0,01231108 05001360,20231108,1013.6,22.62,21.8924378754288,13.6,
