sample_id,year,analyzer_id,p_grA_w_ratio,p_grB_w_ratio,p_grC_w_ratio,p_grD_w_ratio,p_grE_w_ratio,p_grF_w_ratio,p_grG_w_ratio,p_grA_c_ratio,p_grB_c_ratio,p_grC_c_ratio,p_grD_c_ratio,p_grE_c_ratio,p_grF_c_ratio,p_grG_c_ratio,p_grA_count,p_grB_count,p_grC_count,p_grD_count,p_grE_count,p_grF_count,p_grG_count,s_grA_w_ratio,s_grF_w_ratio,s_grH_w_ratio,s_grC_w_ratio,s_grB_w_ratio,s_grD_w_ratio,s_grA_c_ratio,s_grF_c_ratio,s_grH_c_ratio,s_grC_c_ratio,s_grB_c_ratio,s_grD_c_ratio,s_grA_count,s_grF_count,s_grH_count,s_grC_count,s_grB_count,s_grD_count,d_grA_w_ratio,d_grI_w_ratio,d_grJ_w_ratio,d_grK_w_ratio,d_grL_w_ratio,d_grM_w_ratio,d_grE_w_ratio,d_grN_w_ratio,d_grO_w_ratio,d_grP_w_ratio,d_grQ_w_ratio,d_grR_w_ratio,d_grD_w_ratio,d_grA_c_ratio,d_grI_c_ratio,d_grJ_c_ratio,d_grK_c_ratio,d_grL_c_ratio,d_grM_c_ratio,d_grE_c_ratio,d_grN_c_ratio,d_grO_c_ratio,d_grP_c_ratio,d_grQ_c_ratio,d_grR_c_ratio,d_grD_c_ratio,d_grA_count,d_grI_count,d_grJ_count,d_grK_count,d_grL_count,d_grM_count,d_grE_count,d_grN_count,d_grO_count,d_grP_count,d_grQ_count,d_grR_count,d_grD_count,all_length_mean,all_width_mean,all_thickness_mean,all_brightness_mean,all_length_sd,all_width_sd,all_thickness_sd,all_brightness_sd,grA_length_mean,grA_width_mean,grA_thickness_mean,grA_brightness_mean,grA_length_sd,grA_width_sd,grA_thickness_sd,grA_brightness_sd,measured_count,flag_crack,flag_features
578,2024,563.0,74.0,0.0,0.0,2.7,0.7,0.0,21.5,59.5,0.9,2.2,0.0,1.0,2.8,52.4,391.0,0.0,73.0,1.0,19.0,49.0,505.0,38.6,43.6,0.1,4.7,0.1,0.4,36.0,35.9,1.0,0.0,0.2,0.0,653.0,623.0,3.0,64.0,9.0,26.0,58.4,2.6,0.2,4.9,0.0,17.1,2.3,0.5,0.2,6.5,0,0.5,0.0,21.8,0.0,2.1,3.0,0.6,34.1,0.0,0.2,0.0,11.4,0,0.4,7.8,450.0,14.0,76.0,32.0,29.0,336.0,11.0,0.0,0.0,0.0,0,2.0,124.0,5.34,2.69,2.1,25.4,0.28,0.1,0.06,2.4,5.79,1.57,2.08,19.0,0.21,0.08,0.06,1.67,1156.0,有,有
579,2024,249.0,61.4,0.2,6.9,0.6,1.1,3.7,45.0,42.8,0.0,0.5,0.0,0.3,4.5,24.1,681.0,0.0,109.0,0.0,0.0,69.0,326.0,65.1,14.7,0.0,0.0,0.0,3.5,61.0,58.1,1.8,0.0,0.3,0.2,372.0,360.0,18.0,0.0,0.0,0.0,40.6,6.9,8.8,0.4,0.0,31.3,1.3,0.5,0.1,6.8,0,0.0,0.2,59.9,0.0,0.6,0.9,0.1,50.3,0.9,0.2,0.0,8.5,0,0.0,9.1,737.0,37.0,82.0,54.0,26.0,224.0,0.0,5.0,3.0,40.0,0,3.0,52.0,5.53,2.71,1.98,23.9,0.22,0.09,0.08,1.9,5.79,1.65,1.33,19.7,0.25,0.06,0.07,1.14,1089.0,有,有
580,2024,780.0,15.4,0.1,4.5,4.3,0.0,0.2,29.1,47.5,0.3,1.0,3.4,2.5,5.3,37.7,724.0,1.0,0.0,81.0,16.0,97.0,387.0,69.9,53.5,1.1,2.2,0.2,9.1,34.3,56.5,3.2,0.0,0.0,0.0,622.0,681.0,9.0,0.0,2.0,35.0,47.9,0.1,2.0,0.1,0.0,24.1,0.1,0.0,0.1,9.7,0,0.3,1.8,85.6,4.5,3.1,0.9,1.6,21.2,0.0,0.0,0.0,0.7,0,0.4,9.5,525.0,43.0,46.0,10.0,23.0,349.0,32.0,6.0,2.0,59.0,0,2.0,63.0,5.3,2.72,2.03,22.1,0.47,0.09,0.06,2.1,5.79,2.33,1.8,18.4,0.11,0.03,0.08,2.36,1057.0,有,有
581,2024,595.0,46.4,0.0,0.0,9.1,0.8,0.0,19.9,73.1,0.2,0.0,0.0,0.0,3.4,43.8,565.0,3.0,0.0,34.0,20.0,38.0,338.0,42.9,36.2,0.0,7.7,0.4,1.9,47.9,59.5,0.6,1.3,0.0,6.2,302.0,417.0,0.0,0.0,5.0,0.0,43.1,5.3,0.0,3.2,1.8,15.3,0.8,0.1,0.0,1.3,0,0.4,3.4,72.1,0.5,2.5,6.3,1.8,38.5,0.9,0.1,0.0,0.0,0,0.4,0.0,618.0,59.0,31.0,1.0,0.0,306.0,0.0,1.0,0.0,0.0,0,3.0,0.0,5.25,2.79,2.05,23.0,0.4,0.08,0.12,2.9,5.79,2.66,2.2,23.8,0.16,0.02,0.04,2.33,1031.0,有,有
582,2024,1006.0,64.2,0.1,1.8,6.9,0.0,0.0,17.5,52.3,0.4,3.0,0.0,2.1,2.3,41.4,416.0,7.0,58.0,33.0,3.0,79.0,370.0,39.9,31.1,0.0,8.2,0.0,0.0,51.8,27.3,0.3,0.0,0.7,0.0,637.0,413.0,0.0,29.0,5.0,75.0,27.9,6.4,4.0,0.1,1.7,34.2,0.7,0.5,0.1,0.0,0,0.2,0.0,58.2,4.1,3.3,3.4,5.9,26.2,2.2,0.1,0.0,3.7,0,0.3,0.9,475.0,53.0,58.0,0.0,0.0,343.0,36.0,6.0,1.0,85.0,0,0.0,117.0,5.04,2.74,2.08,22.9,0.22,0.11,0.1,2.4,3.53,1.88,2.09,24.9,0.15,0.09,0.05,1.75,1048.0,有,有
583,2024,59.0,82.2,0.0,10.7,14.9,1.7,7.0,32.4,65.9,0.0,0.2,7.7,0.7,4.7,41.9,866.0,1.0,146.0,51.0,33.0,11.0,471.0,34.1,21.5,0.0,0.0,0.1,0.4,65.3,75.3,1.2,3.8,0.1,3.9,539.0,294.0,1.0,1.0,0.0,12.0,74.4,7.8,2.4,2.6,0.0,33.9,0.0,0.3,0.1,0.0,0,0.1,0.0,60.5,2.4,0.7,0.0,2.1,33.8,0.0,0.2,0.0,4.2,0,0.0,0.4,525.0,27.0,12.0,30.0,9.0,449.0,20.0,5.0,3.0,0.0,0,2.0,0.0,5.24,2.74,2.04,20.5,0.27,0.08,0.09,2.5,5.78,1.61,1.48,7.3,0.16,0.04,0.06,1.88,1138.0,有,有
584,2024,265.0,42.3,0.0,0.0,0.0,0.0,5.0,34.8,40.8,0.3,0.0,7.6,0.9,8.0,44.8,617.0,5.0,0.0,2.0,14.0,55.0,190.0,58.2,40.6,0.0,0.0,0.0,4.8,21.9,29.4,0.0,0.0,0.1,0.9,542.0,512.0,20.0,0.0,1.0,71.0,62.3,3.5,2.4,3.2,1.5,32.1,1.0,0.2,0.0,0.0,0,0.0,2.5,75.1,4.2,0.0,5.8,0.7,21.8,0.0,0.0,0.0,0.0,0,0.1,0.0,634.0,46.0,76.0,14.0,8.0,402.0,5.0,0.0,1.0,0.0,0,2.0,76.0,5.11,2.79,2.06,22.9,0.42,0.08,0.08,1.7,4.87,2.16,1.25,20.0,0.27,0.05,0.07,1.69,992.0,有,有
585,2024,463.0,51.6,0.1,5.8,0.0,3.2,2.1,31.1,61.7,0.0,0.0,8.9,1.9,3.9,38.0,367.0,2.0,177.0,68.0,13.0,11.0,429.0,65.1,26.0,2.1,1.6,0.2,9.4,51.0,29.6,0.0,0.0,0.0,6.8,274.0,474.0,23.0,53.0,0.0,83.0,50.7,0.0,8.6,1.3,1.1,36.9,1.1,0.2,0.1,0.0,0,0.0,7.3,70.2,6.6,7.7,4.8,2.4,30.2,2.6,0.5,0.0,0.0,0,0.3,18.6,741.0,11.0,44.0,49.0,0.0,290.0,17.0,2.0,1.0,0.0,0,0.0,59.0,5.36,2.79,2.01,19.6,0.28,0.1,0.11,2.3,5.4,2.28,2.2,23.1,0.14,0.11,0.05,1.35,1206.0,有,有
586,2024,308.0,59.5,0.0,0.0,0.0,0.0,4.0,21.4,86.8,0.0,3.3,9.7,1.9,2.4,35.6,573.0,3.0,0.0,93.0,25.0,73.0,567.0,49.1,20.1,0.7,7.8,0.5,11.1,64.9,26.0,0.5,4.6,0.0,1.1,610.0,471.0,14.0,33.0,3.0,54.0,63.3,8.0,6.5,0.5,0.0,39.6,0.1,0.1,0.0,1.4,0,0.3,0.0,36.1,0.0,3.8,1.6,3.3,37.3,1.0,0.0,0.0,0.0,0,0.4,6.5,519.0,14.0,44.0,58.0,0.0,270.0,21.0,4.0,0.0,87.0,0,3.0,0.0,5.31,2.69,2.04,23.9,0.19,0.07,0.1,2.0,5.34,2.82,1.15,14.2,0.26,0.09,0.05,0.7,1021.0,有,有
587,2024,570.0,64.3,0.1,2.9,2.3,0.0,0.0,32.9,48.3,0.3,6.8,0.0,1.0,5.7,39.3,564.0,0.0,65.0,86.0,42.0,46.0,392.0,53.1,29.4,0.0,0.0,0.0,0.0,54.5,42.1,2.3,11.0,0.1,4.7,859.0,218.0,25.0,107.0,0.0,0.0,59.8,5.6,5.0,3.5,2.9,26.2,0.2,0.4,0.0,3.6,0,0.4,10.5,31.4,6.5,10.5,6.8,0.0,41.7,0.0,0.1,0.0,8.9,0,0.0,0.0,800.0,52.0,70.0,99.0,21.0,470.0,0.0,7.0,1.0,0.0,0,6.0,76.0,5.47,2.71,1.95,22.4,0.22,0.11,0.1,2.2,4.76,2.89,2.2,19.5,0.22,0.09,0.05,1.27,1019.0,有,有
588,2024,204.0,66.7,0.0,0.0,0.0,1.8,4.4,46.8,39.7,0.0,0.0,0.0,0.0,0.0,15.4,494.0,1.0,38.0,0.0,19.0,38.0,413.0,43.7,36.6,0.0,0.0,0.2,0.0,50.2,8.5,4.0,9.0,0.3,0.0,478.0,420.0,14.0,0.0,10.0,87.0,60.2,3.2,4.1,1.1,0.5,23.5,0.0,0.0,0.0,0.1,0,0.3,0.0,53.8,5.8,3.7,0.0,0.4,35.1,1.6,0.6,0.0,0.0,0,0.0,2.1,402.0,44.0,46.0,41.0,10.0,240.0,0.0,2.0,0.0,11.0,0,3.0,43.0,5.22,2.73,2.04,22.4,0.25,0.08,0.09,1.9,3.81,2.89,1.66,16.7,0.15,0.08,0.06,1.18,1056.0,有,有
589,2024,642.0,44.5,0.6,3.3,3.4,1.1,3.6,44.7,62.8,0.3,0.0,5.6,1.7,5.2,33.1,352.0,0.0,51.0,140.0,1.0,25.0,372.0,45.4,36.5,0.0,0.0,0.2,0.0,73.1,44.7,1.2,5.8,0.0,0.4,550.0,319.0,39.0,137.0,0.0,0.0,60.7,8.5,6.9,0.5,0.3,15.8,0.7,0.7,0.2,0.0,0,0.1,0.0,36.7,6.0,6.1,7.1,1.0,49.4,0.0,0.2,0.1,0.0,0,0.6,1.5,475.0,40.0,0.0,40.0,0.0,187.0,0.0,5.0,0.0,0.0,0,2.0,20.0,5.63,2.77,2.0,20.9,0.29,0.1,0.1,2.0,5.79,2.89,1.98,21.3,0.18,0.06,0.06,1.28,999.0,有,有
590,2024,945.0,49.4,0.2,1.5,0.0,2.1,3.2,52.5,71.2,0.1,0.0,9.2,3.4,0.4,55.3,569.0,3.0,0.0,16.0,9.0,0.0,412.0,43.7,30.3,1.1,2.3,0.4,0.0,61.0,34.2,1.1,0.0,0.0,0.0,781.0,560.0,5.0,0.0,3.0,108.0,41.9,3.7,3.8,4.2,1.6,21.7,0.0,0.2,0.3,0.0,0,0.8,0.0,48.4,4.2,2.7,0.0,3.3,27.4,0.5,0.5,0.2,3.1,0,0.1,0.0,589.0,0.0,39.0,49.0,1.0,342.0,29.0,3.0,0.0,0.0,0,6.0,0.0,5.1,2.7,2.08,24.4,0.33,0.11,0.09,1.9,3.87,1.43,1.34,24.9,0.27,0.06,0.05,1.51,1041.0,有,有
591,2024,867.0,54.0,0.0,0.0,0.0,1.7,0.0,16.4,53.3,0.0,1.6,0.0,0.0,5.2,36.8,362.0,0.0,104.0,56.0,4.0,48.0,469.0,58.8,40.7,0.0,6.8,0.1,1.0,48.5,42.0,0.2,0.0,0.6,3.2,517.0,598.0,23.0,19.0,4.0,50.0,68.3,7.9,5.1,2.7,0.2,22.3,0.0,0.1,0.0,6.5,0,0.3,0.0,60.9,0.0,4.0,4.5,0.0,33.2,1.2,0.4,0.0,2.8,0,0.0,10.5,741.0,41.0,24.0,23.0,2.0,314.0,21.0,3.0,0.0,115.0,0,6.0,0.0,5.35,2.76,1.99,22.8,0.27,0.1,0.11,2.3,5.79,2.89,1.61,24.9,0.21,0.09,0.07,1.96,971.0,有,有
592,2024,990.0,51.6,0.1,0.0,4.5,1.6,0.1,24.6,67.7,0.0,0.8,1.2,1.5,0.0,49.0,677.0,3.0,0.0,0.0,52.0,87.0,412.0,31.0,16.1,1.1,3.2,0.4,7.2,63.4,27.3,0.0,0.0,0.9,0.0,719.0,429.0,0.0,56.0,0.0,24.0,47.9,0.0,3.6,6.5,1.5,23.1,0.4,0.0,0.0,6.4,0,0.0,0.0,56.7,5.5,3.0,3.3,2.6,37.6,4.5,0.4,0.0,0.0,0,0.4,4.1,646.0,45.0,30.0,0.0,47.0,348.0,0.0,0.0,3.0,98.0,0,0.0,0.0,5.4,2.82,2.08,21.5,0.32,0.1,0.1,2.1,3.27,2.29,1.94,21.8,0.13,0.05,0.06,0.98,1106.0,有,有
593,2024,1110.0,24.8,0.0,22.2,7.6,1.1,8.6,26.8,48.0,0.0,1.2,11.7,0.0,2.9,38.5,767.0,0.0,94.0,40.0,8.0,0.0,230.0,44.0,28.6,0.8,0.0,0.0,0.2,28.5,22.0,1.4,1.4,0.6,3.6,799.0,488.0,18.0,128.0,0.0,35.0,54.6,0.0,4.6,2.4,1.3,15.8,0.0,0.3,0.0,8.4,0,0.3,14.6,32.1,4.8,0.8,0.1,0.0,9.6,1.5,0.4,0.0,1.0,0,0.3,0.0,491.0,0.0,12.0,40.0,28.0,304.0,0.0,2.0,0.0,0.0,0,0.0,68.0,5.42,2.7,2.05,24.8,0.25,0.08,0.09,2.4,5.56,2.29,2.11,12.0,0.2,0.09,0.09,1.56,1038.0,有,有
594,2024,211.0,59.4,0.1,2.0,0.5,0.4,0.0,34.1,54.9,0.3,9.2,15.8,2.4,2.8,36.8,464.0,3.0,0.0,0.0,0.0,25.0,432.0,63.6,41.7,1.0,0.0,0.0,1.6,55.4,42.0,3.6,3.6,0.0,11.4,543.0,512.0,0.0,25.0,2.0,59.0,44.1,0.0,2.7,4.6,2.8,29.7,0.0,0.7,0.1,1.5,0,0.1,9.2,64.2,3.8,3.7,5.9,2.5,21.0,0.0,0.3,0.0,4.2,0,0.2,2.5,866.0,0.0,61.0,24.0,20.0,429.0,0.0,1.0,0.0,56.0,0,0.0,16.0,5.31,2.79,2.05,21.9,0.29,0.08,0.11,2.5,3.83,2.89,1.53,19.5,0.12,0.05,0.06,1.12,1025.0,有,有
595,2024,263.0,59.6,0.0,0.0,6.6,0.0,4.3,26.0,53.7,0.0,5.8,3.7,0.0,0.0,39.1,644.0,2.0,0.0,6.0,15.0,14.0,291.0,50.2,34.4,1.4,1.9,0.1,3.3,33.7,37.1,2.4,8.5,0.0,3.2,826.0,500.0,25.0,0.0,5.0,14.0,48.2,0.0,6.6,5.8,1.5,38.8,0.1,0.0,0.0,0.0,0,0.3,0.0,70.8,7.5,8.0,3.2,0.0,26.5,0.1,0.4,0.1,5.5,0,0.0,0.0,671.0,19.0,35.0,40.0,7.0,170.0,10.0,6.0,0.0,0.0,0,2.0,104.0,5.06,2.73,2.06,21.4,0.28,0.11,0.06,2.2,5.79,1.79,1.56,19.9,0.23,0.06,0.1,1.63,1035.0,有,有
596,2024,417.0,57.7,0.1,0.0,0.4,1.5,1.2,39.4,52.4,0.1,2.9,0.0,1.4,4.8,33.2,541.0,0.0,0.0,1.0,34.0,0.0,141.0,49.1,49.7,1.5,0.0,0.1,0.0,84.3,27.9,1.3,0.0,0.4,8.5,344.0,318.0,22.0,7.0,0.0,23.0,46.0,6.5,0.0,1.5,2.0,35.0,0.0,0.0,0.0,4.3,0,0.3,3.7,31.8,0.2,8.9,7.0,1.9,23.5,0.6,0.2,0.1,0.0,0,0.0,0.7,578.0,62.0,40.0,11.0,15.0,436.0,0.0,0.0,0.0,73.0,0,0.0,20.0,5.15,2.74,2.0,25.7,0.29,0.08,0.08,2.5,5.79,2.89,1.91,24.5,0.13,0.05,0.07,1.4,1143.0,有,有
597,2024,241.0,66.2,0.0,4.3,8.9,1.1,7.5,33.9,55.2,0.0,6.7,0.5,0.0,1.5,57.2,483.0,2.0,0.0,0.0,0.0,48.0,451.0,39.1,31.1,0.6,0.0,0.2,2.8,49.6,32.9,1.2,0.6,0.3,8.4,651.0,436.0,13.0,27.0,0.0,9.0,66.2,5.9,0.5,2.4,2.4,22.8,0.4,0.2,0.0,0.0,0,0.0,1.1,43.1,5.0,0.6,3.1,2.2,22.9,5.4,0.4,0.2,2.7,0,0.0,7.7,490.0,23.0,81.0,51.0,26.0,335.0,3.0,0.0,4.0,0.0,0,0.0,47.0,5.37,2.77,2.03,19.4,0.29,0.08,0.11,2.0,5.79,2.89,2.04,24.9,0.29,0.03,0.08,1.53,967.0,有,有
598,2024,988.0,68.1,0.6,11.1,0.0,0.8,0.0,51.5,71.7,0.0,0.0,0.0,1.7,0.0,47.8,413.0,4.0,19.0,35.0,5.0,30.0,373.0,57.5,32.2,1.0,3.3,0.0,0.0,86.8,33.1,0.9,0.0,0.0,2.8,537.0,235.0,1.0,7.0,3.0,7.0,62.8,3.6,5.8,4.7,1.5,40.7,2.4,0.3,0.0,0.2,0,0.4,0.0,86.8,6.0,5.3,1.9,3.0,25.9,0.8,0.2,0.1,0.0,0,0.2,6.2,508.0,26.0,0.0,9.0,0.0,428.0,1.0,5.0,4.0,3.0,0,0.0,0.0,5.19,2.8,1.98,23.0,0.3,0.1,0.09,2.5,5.79,2.89,2.2,14.0,0.22,0.04,0.05,1.76,1006.0,有,有
599,2024,1064.0,50.8,0.0,9.7,9.9,1.8,5.9,25.6,49.2,0.4,0.0,3.9,2.9,6.0,25.6,526.0,0.0,80.0,21.0,38.0,9.0,408.0,43.0,36.9,1.6,0.0,0.4,0.5,55.2,46.6,2.2,3.2,0.2,7.2,543.0,524.0,16.0,64.0,0.0,0.0,48.2,0.3,12.0,0.0,0.9,29.0,1.8,0.0,0.1,0.0,0,0.0,0.0,51.7,5.8,0.0,7.6,1.8,24.4,2.4,0.1,0.4,10.2,0,0.2,0.1,696.0,17.0,8.0,60.0,0.0,249.0,8.0,1.0,0.0,0.0,0,0.0,0.0,5.4,2.7,2.11,23.8,0.31,0.08,0.09,2.1,3.92,1.68,1.44,12.9,0.2,0.07,0.02,1.52,992.0,有,無
600,2024,772.0,62.2,0.1,6.7,5.4,2.7,3.4,46.5,69.8,0.3,0.0,8.7,1.9,10.0,30.1,578.0,0.0,35.0,0.0,0.0,0.0,323.0,51.7,24.4,1.5,0.0,0.4,1.9,47.2,41.9,1.1,9.4,0.2,4.1,681.0,561.0,0.0,0.0,0.0,0.0,32.1,5.5,0.0,7.7,2.4,27.6,0.0,0.5,0.0,1.4,0,0.0,0.0,67.1,1.0,0.1,5.8,0.3,31.7,2.4,0.0,0.2,2.3,0,0.1,5.0,589.0,10.0,13.0,79.0,6.0,314.0,12.0,0.0,0.0,28.0,0,1.0,93.0,5.5,2.74,2.08,23.8,0.19,0.08,0.1,2.0,5.79,2.89,1.77,20.7,0.25,0.02,0.07,1.44,945.0,有,有
601,2024,811.0,88.7,0.3,13.4,10.8,1.7,2.3,34.4,53.7,0.0,0.0,7.1,0.0,6.8,49.9,578.0,5.0,0.0,63.0,0.0,47.0,391.0,49.3,34.0,0.0,9.5,0.3,0.0,63.2,40.4,0.0,3.9,0.0,3.6,450.0,443.0,16.0,62.0,0.0,18.0,61.2,7.4,3.1,1.5,0.0,31.0,2.5,0.1,0.0,6.4,0,0.0,0.0,53.6,1.0,2.6,1.6,0.0,38.2,1.2,0.5,0.4,0.0,0,0.0,4.4,360.0,24.0,50.0,8.0,27.0,214.0,31.0,4.0,0.0,0.0,0,4.0,53.0,5.44,2.72,2.08,22.1,0.33,0.09,0.09,2.1,5.67,1.61,2.1,11.1,0.14,0.06,0.06,1.52,942.0,有,無
602,2024,50.0,35.6,0.1,11.3,7.2,1.9,0.0,48.3,65.5,0.0,0.0,0.1,3.2,3.5,34.3,519.0,2.0,0.0,187.0,0.0,0.0,199.0,58.6,40.7,1.6,4.1,0.1,8.0,84.3,49.2,0.0,11.1,0.0,2.1,567.0,291.0,0.0,123.0,1.0,106.0,46.4,2.2,8.1,0.0,1.2,45.1,1.9,0.4,0.0,0.0,0,0.2,0.0,44.5,6.9,0.0,4.2,0.0,27.4,0.8,0.2,0.0,12.0,0,0.3,2.7,632.0,0.0,12.0,30.0,39.0,422.0,17.0,0.0,1.0,60.0,0,0.0,29.0,5.13,2.68,1.99,22.0,0.23,0.12,0.07,1.8,5.54,0.95,1.92,21.0,0.17,0.06,0.06,1.7,1044.0,有,有
603,2024,1105.0,50.9,0.0,0.3,3.6,0.0,2.3,10.9,71.6,0.7,5.6,0.0,0.0,6.1,53.2,616.0,0.0,72.0,79.0,20.0,5.0,313.0,81.6,46.9,0.0,0.0,0.6,0.0,45.0,48.8,0.8,5.4,0.6,0.0,592.0,247.0,19.0,44.0,0.0,31.0,75.7,3.3,5.6,7.3,0.0,29.1,0.5,0.3,0.0,2.1,0,0.4,9.0,68.4,0.0,0.8,2.8,0.0,17.2,0.0,0.0,0.0,7.4,0,0.2,8.5,550.0,71.0,0.0,6.0,34.0,288.0,21.0,0.0,2.0,14.0,0,1.0,37.0,5.43,2.73,2.04,20.0,0.24,0.1,0.11,1.8,4.6,2.89,1.69,18.1,0.17,0.07,0.07,1.33,1032.0,有,有
604,2024,366.0,62.7,0.0,0.0,0.0,1.8,6.5,41.0,48.0,0.0,0.0,0.0,0.5,1.1,33.4,582.0,0.0,63.0,0.0,23.0,79.0,409.0,75.0,55.0,0.0,6.0,0.2,0.0,71.6,23.4,1.5,11.0,0.1,0.0,383.0,357.0,31.0,0.0,0.0,68.0,63.0,0.0,7.3,3.0,0.6,28.6,0.8,0.0,0.1,7.0,0,0.0,7.9,48.7,5.5,5.2,5.4,0.7,9.5,2.2,0.0,0.2,0.0,0,0.0,7.9,479.0,14.0,6.0,47.0,13.0,346.0,25.0,3.0,0.0,70.0,0,2.0,80.0,5.2,2.77,2.05,21.9,0.42,0.1,0.11,2.3,5.79,2.37,2.2,14.1,0.22,0.11,0.09,1.6,1001.0,有,有
605,2024,974.0,57.8,0.3,7.3,3.3,1.3,8.9,48.5,57.6,0.0,0.0,0.0,3.2,1.5,16.8,524.0,1.0,54.0,0.0,0.0,50.0,371.0,88.7,36.2,0.2,7.3,0.0,0.5,65.5,55.3,0.5,12.5,0.0,0.0,643.0,387.0,8.0,106.0,1.0,0.0,67.6,2.9,0.0,3.0,0.0,29.8,3.1,0.0,0.1,2.6,0,0.0,0.5,43.6,5.5,4.0,0.0,2.9,36.9,0.0,0.0,0.2,0.0,0,0.3,0.0,388.0,34.0,0.0,33.0,8.0,263.0,7.0,1.0,3.0,71.0,0,9.0,53.0,5.2,2.7,2.05,24.6,0.31,0.09,0.06,1.7,5.79,2.47,1.43,19.4,0.17,0.06,0.08,0.77,989.0,有,有
606,2024,424.0,46.5,0.4,0.0,6.5,3.4,8.0,23.9,54.5,0.4,1.8,0.0,0.0,2.3,45.3,471.0,0.0,0.0,0.0,31.0,53.0,507.0,37.5,37.1,3.2,0.0,0.0,4.8,55.3,36.0,0.9,0.3,0.7,0.0,727.0,594.0,35.0,0.0,2.0,0.0,61.5,1.2,8.1,5.3,1.8,30.3,0.6,0.4,0.0,0.0,0,0.2,5.5,40.3,1.1,0.0,4.0,1.4,14.8,0.0,0.4,0.0,10.6,0,0.0,4.1,599.0,43.0,0.0,0.0,27.0,331.0,0.0,5.0,2.0,0.0,0,3.0,60.0,5.41,2.76,1.96,22.2,0.23,0.11,0.08,2.3,5.59,2.81,1.74,21.7,0.17,0.05,0.06,1.98,1149.0,有,有
607,2024,1089.0,62.4,0.0,0.0,12.5,3.4,3.1,32.2,69.1,0.3,14.4,8.7,1.1,0.0,31.8,774.0,0.0,0.0,0.0,18.0,0.0,288.0,53.5,38.0,1.4,0.0,0.5,3.4,42.4,33.0,0.0,0.0,0.5,5.3,380.0,610.0,4.0,0.0,3.0,83.0,59.4,6.5,2.0,4.2,1.9,20.5,0.0,0.0,0.0,2.2,0,0.1,6.7,49.7,3.3,0.9,2.8,1.6,42.8,2.0,0.3,0.1,0.0,0,0.0,1.5,625.0,90.0,50.0,0.0,18.0,399.0,5.0,1.0,1.0,195.0,0,0.0,3.0,5.1,2.77,1.94,21.0,0.29,0.08,0.07,2.1,5.79,2.54,2.2,18.6,0.24,0.07,0.08,1.54,1033.0,有,有
608,2024,985.0,55.8,0.0,11.8,0.0,1.7,0.9,43.0,60.8,0.0,10.1,0.0,0.9,8.7,32.1,322.0,0.0,20.0,14.0,14.0,78.0,295.0,70.3,46.2,0.0,15.2,0.3,2.9,48.1,27.3,1.2,0.0,0.2,5.6,810.0,477.0,0.0,0.0,0.0,26.0,24.4,6.4,0.9,5.3,0.0,25.6,1.6,0.1,0.1,0.0,0,0.8,6.4,62.3,5.9,10.1,2.5,2.7,28.5,0.6,0.0,0.1,0.0,0,0.0,11.0,627.0,48.0,0.0,9.0,14.0,427.0,22.0,3.0,0.0,132.0,0,0.0,0.0,5.27,2.74,2.03,24.7,0.46,0.09,0.08,2.1,5.79,2.7,2.1,21.3,0.25,0.05,0.08,2.54,1008.0,有,有
609,2024,205.0,72.1,0.5,1.0,0.1,0.0,3.6,26.4,55.4,0.0,1.4,0.2,2.3,1.5,49.2,806.0,0.0,0.0,28.0,0.0,69.0,504.0,70.7,28.3,1.9,0.0,0.2,5.8,40.1,39.2,1.3,0.0,0.4,6.5,600.0,349.0,16.0,1.0,1.0,34.0,59.3,0.3,0.0,7.3,0.0,24.3,0.0,0.3,0.0,2.0,0,0.2,4.6,62.0,1.7,1.4,5.3,4.5,17.3,0.0,0.4,0.0,0.0,0,0.3,2.9,426.0,51.0,59.0,48.0,56.0,315.0,14.0,4.0,3.0,71.0,0,4.0,1.0,5.26,2.76,2.06,25.8,0.2,0.07,0.1,1.4,2.29,2.44,1.3,18.7,0.26,0.08,0.08,1.02,1103.0,有,有
610,2024,938.0,37.0,0.3,0.0,5.6,0.0,2.5,23.5,61.3,0.0,7.2,1.8,3.0,5.1,36.9,553.0,2.0,0.0,0.0,0.0,22.0,340.0,69.1,29.6,0.0,0.0,0.2,2.4,55.6,41.8,2.0,13.9,0.1,2.1,739.0,445.0,18.0,0.0,2.0,78.0,49.2,4.3,8.3,4.8,1.8,23.0,2.0,0.4,0.1,1.3,0,0.0,6.5,59.9,0.0,1.6,2.0,2.2,42.6,2.1,0.1,0.0,0.0,0,0.0,1.8,455.0,45.0,21.0,50.0,14.0,231.0,0.0,2.0,0.0,18.0,0,0.0,101.0,5.25,2.69,2.01,22.4,0.39,0.1,0.11,2.4,5.79,2.72,1.95,12.4,0.16,0.07,0.06,1.35,1061.0,有,有
